product_family,product_name,product_price,product_brand,product_link
Herramientas Electricas,ESMERIL ANGULAR 180mm %287”%29 Makita-MT M9000G,69000,Makita-Mt,https://herramientas.cl/ficha/587577/esmeril-angular-180mm-28729-makita-mt-m9000g
Herramientas Electricas,Esmeril Angular Makita GA9030 2.400 W,131480,Makita,https://herramientas.cl/ficha/575693/esmeril-angular-makita-ga9030-2400-w
Herramientas Electricas,ESMERIL ANGULAR 230mm %289”%29 MAKITA-MT M9001G,87700,Makita-Mt,https://herramientas.cl/ficha/587578/esmeril-angular-230mm-28929-makita-mt-m9001g
Herramientas Electricas,Rotomartillo SDS Max Dewalt D25601K 1.250W,839600,Dewalt,https://herramientas.cl/ficha/575251/rotomartillo-sds-max-dewalt-d25601k-1250w
Herramientas Electricas,Herramienta Multiproposito Recargable Dongcheng DCMD12E 12V,101720,Dongcheng,https://herramientas.cl/ficha/605639/herramienta-multiproposito-recargable-dongcheng-dcmd12e-12v
Herramientas Electricas,Sierra Sable Bosch GSA 1100 E 1100W,104840,Bosch,https://herramientas.cl/ficha/575090/sierra-sable-bosch-gsa-1100-e-1100w
Herramientas Electricas,Lijadora de Banda 3 x 18 9910 Makita,163970,Makita,https://herramientas.cl/ficha/575658/lijadora-de-banda-3-x-18-9910-makita
Herramientas Inalámbricas,Cortadora de Metal 5-3-8 BCS550RFE Makita,323900,Makita,https://herramientas.cl/ficha/588381/cortadora-de-metal-5-3-8-bcs550rfe-makita
Herramientas Inalámbricas,Taladro atornillador brushless Makita DDF083RFE 18 V,199960,Makita,https://herramientas.cl/ficha/587534/taladro-atornillador-brushless-makita-ddf083rfe-18-v
Herramientas Inalámbricas,Cizalla Makita 18 V,239050,Makita,https://herramientas.cl/ficha/598031/cizalla-makita-18-v
Herramientas Inalámbricas,Rotomartillo SDS-PLUS Makita HR166DSMJ 10.8 V,245620,Makita,https://herramientas.cl/ficha/594529/rotomartillo-sds-plus-makita-hr166dsmj-108-v
Herramientas Inalámbricas,Kit combinado Bosch GDR 120-LI 12V,110140,Bosch,https://herramientas.cl/ficha/586052/kit-combinado-bosch-gdr-120-li-12v
Herramientas Inalámbricas,Atornillador Impacto Inalambrico Dewalt DCF805C2 12 V,127230,Dewalt,https://herramientas.cl/ficha/575216/atornillador-impacto-inalambrico-dewalt-dcf805c2-12-v
Herramientas Inalámbricas,Rotomartillo inalambrico Makita DHR202Z 18 V,137610,Makita,https://herramientas.cl/ficha/575914/rotomartillo-inalambrico-makita-dhr202z-18-v
Herramientas Inalámbricas,MultiTalent Quickstart a batería FEIN Fein AFMT 12QSL,289900,Fein,https://herramientas.cl/ficha/578281/multitalent-quickstart-a-bateria-fein-fein-afmt-12qsl-
Herramientas Inalámbricas,Aspiradora Inalámbrica seco. 36V DVC863LZX Makita,309410,Makita,https://herramientas.cl/ficha/594558/aspiradora-inalambrica-seco-36v-dvc863lzx-makita
Herramientas Inalámbricas,Combo Taladro Percutor + Sierra Caladora Makita CLX212 12V,186490,Makita,https://herramientas.cl/ficha/587539/combo-taladro-percutor-sierra-caladora-makita-clx212-12v
Herramientas Inalámbricas,Esmeril angular Makita DGA900PT2 6.000,417090,Makita,https://herramientas.cl/ficha/594550/esmeril-angular-makita-dga900pt2-6000
Herramientas Inalámbricas,Atornillador de impacto Makita DTD170Z 18 V,166290,Makita,https://herramientas.cl/ficha/586153/atornillador-de-impacto-makita-dtd170z-18-v
Herramientas Manuales,Micrómetro Externo Isesa 436MXRLZ100 75-100mm x 0 01mm,80050,Isesa,https://herramientas.cl/ficha/600367/micrometro-externo-isesa-436mxrlz100-75-100mm-x-0-01mm
Herramientas Manuales,Combo Mango de Fibra Uyustools 16 Lb,31570,Uyustools,https://herramientas.cl/ficha/605493/combo-mango-de-fibra-uyustools-16-lb
Herramientas Manuales,Destornillador Stanley,1690,Stanley,https://herramientas.cl/ficha/610876/destornillador-stanley-
Herramientas Manuales,Limpiador de Terminal de Bateria Stanley 79-047,2590,Stanley,https://herramientas.cl/ficha/611644/limpiador-de-terminal-de-bateria-stanley-79-047-
Herramientas Manuales,Pinza de Recorte EDMA Multicoup,24400,EDMA,https://herramientas.cl/ficha/588093/pinza-de-recorte-edma-multicoup-
Herramientas Manuales,Juego Herramientas Fundamentales SATA GL06002EM 5 Piezas,16610,SATA,https://herramientas.cl/ficha/588650/juego-herramientas-fundamentales-sata-gl06002em-5-piezas
Herramientas Manuales,Juego de Accesorios Puntas + Herramientas Manuales Makita 50 Piezas Makita,165870,Makita,https://herramientas.cl/ficha/592056/juego-de-accesorios-puntas-herramientas-manuales-makita-50-piezas-makita
Herramientas Manuales,Llave Corona Abierta Bahco 12 - 13 Pulgadas,15590,Bahco,https://herramientas.cl/ficha/596491/llave-corona-abierta-bahco-12-13-pulgadas
Herramientas Manuales,Llave Estrella Acodada Bahco 9mm,39600,Bahco,https://herramientas.cl/ficha/596641/llave-estrella-acodada-bahco-9mm
Herramientas Manuales,Extractor Bahco 3 Ganchos 14 Pulgadas,157400,Bahco,https://herramientas.cl/ficha/597321/extractor-bahco-3-ganchos-14-pulgadas
Herramientas Manuales,LLAVE IMPACTO BOCA X 3.3/8 7444SG-Z-3.3 8 BAHCO,430100,Bahco,https://herramientas.cl/ficha/597491/llave-impacto-boca-x-338-7444sg-z-33-8-bahco
Herramientas Manuales,Dado Destornillador Hexagonal Bahco 10mm x 140mm,5560,Bahco,https://herramientas.cl/ficha/597617/dado-destornillador-hexagonal-bahco-10mm-x-140mm
Herramientas Electricas,Lijadora Orbital Bosch GSS 23 AE 190W,79080,Bosch,https://herramientas.cl/ficha/575044/lijadora-orbital-bosch-gss-23-ae-190w
Herramientas Electricas,Martillo Rotativo Makita Makita HR2230 22 mm,115660,Makita,https://herramientas.cl/ficha/575616/martillo-rotativo-makita-makita-hr2230-22-mm
Herramientas Electricas,Atornillador eléctrico Bosch GSR 7-14 E 400W,64400,Bosch,https://herramientas.cl/ficha/575157/atornillador-electrico-bosch-gsr-7-14-e-400w
Herramientas Electricas,Mini Carver Arbortech MINFG60000 18.000 rpm,288900,Arbortech,https://herramientas.cl/ficha/611235/mini-carver-arbortech-minfg60000-18000-rpm
Herramientas Electricas,Sierra Sable Mini Makita Makita JR1000FT 340 W,297580,Makita,https://herramientas.cl/ficha/575729/sierra-sable-mini-makita-makita-jr1000ft-340-w
Herramientas Electricas,Taladro de impacto Bosch GSB 20-2 RE 800 W,113640,Bosch,https://herramientas.cl/ficha/577685/taladro-de-impacto-bosch-gsb-20-2-re-800-w
Herramientas Electricas,Rotomartillo Electroneumático Makita m-t Makita-Mt M8700G SDS-PLUS,107620,Makita-Mt,https://herramientas.cl/ficha/578330/rotomartillo-electroneumatico-makita-m-t-makita-mt-m8700g-sds-plus
Herramientas Electricas,Esmeril Angular Dongcheng DSM02-125B 1200W,43340,Dongcheng,https://herramientas.cl/ficha/591588/esmeril-angular-dongcheng-dsm02-125b-1200w
Herramientas Electricas,Pulidora Dongcheng DSP180 750 W,59180,Dongcheng,https://herramientas.cl/ficha/605725/pulidora-dongcheng-dsp180-750-w
Herramientas Electricas,Esmeril Angular Makita GA9040S 2.600 W,135590,Makita,https://herramientas.cl/ficha/575694/esmeril-angular-makita-ga9040s-2600-w
Herramientas Electricas,Martillo Demoledor SDS MAX Dewalt D25901K 1.500W,929210,Dewalt,https://herramientas.cl/ficha/575252/martillo-demoledor-sds-max-dewalt-d25901k-1500w
Herramientas Electricas,Martillo Demoledor SDS Max Einhell TE-DH 12 1.050 W,129900,Einhell,https://herramientas.cl/ficha/597966/martillo-demoledor-sds-max-einhell-te-dh-12-1050-w
Herramientas Inalámbricas,Llave de Impacto Angular 12V Max (CXT) TL065DZ Makita,139860,Makita,https://herramientas.cl/ficha/594535/llave-de-impacto-angular-12v-max-cxt-tl065dz-makita
Herramientas Inalámbricas,Multiherramienta Makita Makita TM30DWYEX1 12V Max (CXT) con kit de Acc.,170660,Makita,https://herramientas.cl/ficha/586149/multiherramienta-makita-makita-tm30dwyex1-12v-max-cxt-con-kit-de-acc
Herramientas Inalámbricas,Kit Llave De Impacto Inalambrica Bahco BCL31IW1K1 12 V,162040,Bahco,https://herramientas.cl/ficha/610399/kit-llave-de-impacto-inalambrica-bahco-bcl31iw1k1-12-v
Herramientas Inalámbricas,Taladro percutor inalámbrico Milwaukee 2607-20 18V,124920,Milwaukee,https://herramientas.cl/ficha/610675/taladro-percutor-inalambrico-milwaukee-2607-20-18v
Herramientas Inalámbricas,Taladro Atornillador 12V DF330DWE Makita,95900,Makita,https://herramientas.cl/ficha/575942/taladro-atornillador-12v-df330dwe-makita
Herramientas Inalámbricas,Sierra circular inalámbrica 185mm Makita DRS780Z 36V,214040,Makita,https://herramientas.cl/ficha/594555/sierra-circular-inalambrica-185mm-makita-drs780z-36v
Herramientas Inalámbricas,TALADRO INAL. PERCUTOR 20V S/CARBONES,167450,Stanley,https://herramientas.cl/ficha/598884/taladro-inal-percutor-20v-scarbones
Herramientas Inalámbricas,Kit Sierra caladora inalambrica Makita DJV180RFE 18V,265990,Makita,https://herramientas.cl/ficha/575930/kit-sierra-caladora-inalambrica-makita-djv180rfe-18v
Herramientas Inalámbricas,Clavo P35 Makita F-31854 35 mm,14100,Makita,https://herramientas.cl/ficha/612780/clavo-p35-makita-f-31854-35-mm
Herramientas Inalámbricas,Rotomartillo SDS-PLUS Makita HR166DZ 680 rpm,128910,Makita,https://herramientas.cl/ficha/594536/rotomartillo-sds-plus-makita-hr166dz-680-rpm
Herramientas Inalámbricas,Kit Atornillador + Llave de Impacto Bosch GDR + GSR 120 Li 12V,139600,Bosch,https://herramientas.cl/ficha/588395/kit-atornillador-llave-de-impacto-bosch-gdr-gsr-120-li-12v
Herramientas Inalámbricas,Rotomartillo Makita DHR241RFE 18 V,283900,Makita,https://herramientas.cl/ficha/575924/rotomartillo-makita-dhr241rfe-18-v
Herramientas Manuales,DADO HEX 3/4 X1.5/8 REFORZADO 8900SZ-1.5 8 BAHCO,14200,Bahco,https://herramientas.cl/ficha/597760/dado-hex-34-x158-reforzado-8900sz-15-8-bahco
Herramientas Manuales,Lima Redonda Fina Nicholson 12199B 12 Pulgadas,6940,Nicholson,https://herramientas.cl/ficha/598498/lima-redonda-fina-nicholson-12199b-12-pulgadas
Herramientas Manuales,Destornillador Punta Cruz Bahco 2 x 125mm,2490,Bahco,https://herramientas.cl/ficha/599108/destornillador-punta-cruz-bahco-2-x-125mm
Herramientas Manuales,Sierra Sable Bim Makita B-57392 Para Bamboo. Madera. PVC 225mm x 0.9mm x 15TPI,12110,Makita,https://herramientas.cl/ficha/600031/sierra-sable-bim-makita-b-57392-para-bamboo-madera-pvc-225mm-x-09mm-x-15tpi
Herramientas Manuales,CORTA PERNOS FORJADO 36 (914MM),71300,Stanley,https://herramientas.cl/ficha/610841/corta-pernos-forjado-36-914mm
Herramientas Manuales,Juego de Dados Acero-Carbono Uyustools 94 Piezas,54540,Uyustools,https://herramientas.cl/ficha/591644/juego-de-dados-acero-carbono-uyustools-94-piezas
Herramientas Manuales,Llave Tubo con Mango T Bahco 20X200mm,45350,Bahco,https://herramientas.cl/ficha/596608/llave-tubo-con-mango-t-bahco-20x200mm
Herramientas Manuales,Llave Combinada Bahco 34mm,13760,Bahco,https://herramientas.cl/ficha/597255/llave-combinada-bahco-34mm
Herramientas Manuales,LLAVE GOLPE CORONA 125MM,1167430,Bahco,https://herramientas.cl/ficha/597459/llave-golpe-corona-125mm
Herramientas Manuales,Dado Hexagonal Bahco 1/2 x 36mm,6570,Bahco,https://herramientas.cl/ficha/597586/dado-hexagonal-bahco-12-x-36mm
Herramientas Manuales,DADO POLIGONAL 2.1/16 X 3/4 8900DZ-2.1 16 BAHCO,21000,Bahco,https://herramientas.cl/ficha/597728/dado-poligonal-2116-x-34-8900dz-21-16-bahco
Herramientas Manuales,Cortadora de Cable Milwaukee 2472-159 M12,548210,Milwaukee,https://herramientas.cl/ficha/598444/cortadora-de-cable-milwaukee-2472-159-m12
Herramientas Electricas,Lijadora de Banda Makita 9911 650 W,120180,Makita,https://herramientas.cl/ficha/575659/lijadora-de-banda-makita-9911-650-w
Herramientas Electricas,Atornillador Dewalt DW257 540 W,142970,Dewalt,https://herramientas.cl/ficha/575202/atornillador-dewalt-dw257-540-w
Herramientas Electricas,Atornillador Drywall Skil 6520 520W,48290,Skil,https://herramientas.cl/ficha/600133/atornillador-drywall-skil-6520-520w
Herramientas Electricas,Pulidora Inalámbrica Milwaukee 2738-20 7,267600,Milwaukee,https://herramientas.cl/ficha/610612/pulidora-inalambrica-milwaukee-2738-20-7
Herramientas Electricas,MARTILLO DEMOLEDOR Bosch GSH 16-28 1.750W,978710,Bosch,https://herramientas.cl/ficha/575045/martillo-demoledor-bosch-gsh-16-28-1750w
Herramientas Electricas,Martillo Rotativo Makita HR2300 720 W,121180,Makita,https://herramientas.cl/ficha/575617/martillo-rotativo-makita-hr2300-720-w
Herramientas Electricas,Esmeril Angular Makita GA7063R 2200 W,131490,Makita,https://herramientas.cl/ficha/591714/esmeril-angular-makita-ga7063r-2200-w
Herramientas Electricas,Taladro de impacto Bosch GSB-13 RE 650W,47240,Bosch,https://herramientas.cl/ficha/586465/taladro-de-impacto-bosch-gsb-13-re-650w
Herramientas Electricas,Taladro Reversible Makita 6413 450 W,58870,Makita,https://herramientas.cl/ficha/575582/taladro-reversible-makita-6413-450-w
Herramientas Electricas,Sierra Sable 1010 W. - Vel. Variable. Capacidad máxima corte 90 mm.,124130,Makita,https://herramientas.cl/ficha/575731/sierra-sable-1010-w-vel-variable-capacidad-maxima-corte-90-mm-
Herramientas Electricas,Esmeril Angular Dongcheng DSM02-180B 2020W,87830,Dongcheng,https://herramientas.cl/ficha/591589/esmeril-angular-dongcheng-dsm02-180b-2020w
Herramientas Electricas,Esmeril Recto Dongcheng DSS150 1020W,55050,Dongcheng,https://herramientas.cl/ficha/605726/esmeril-recto-dongcheng-dss150-1020w
Herramientas Inalámbricas,Aspiradora 8L Makita DVC864LZ 18Vx2,412430,Makita,https://herramientas.cl/ficha/600128/aspiradora-8l-makita-dvc864lz-18vx2
Herramientas Inalámbricas,Multi Cortador Makita Makita CP100DWY 1 Batería Li-ion 1.5Ah + Cargador,95450,Makita,https://herramientas.cl/ficha/598024/multi-cortador-makita-makita-cp100dwy-1-bateria-li-ion-15ah-cargador
Herramientas Inalámbricas,Esmeril angular Makita DGA900Z 6.000 rpm,202210,Makita,https://herramientas.cl/ficha/594553/esmeril-angular-makita-dga900z-6000-rpm
Herramientas Inalámbricas,Multiherramienta Makita DTM51RFEX1 3.0 A.H,322970,Makita,https://herramientas.cl/ficha/577099/multiherramienta-makita-dtm51rfex1-30-ah
Herramientas Inalámbricas,Multi Cortador Makita Makita CP100DZ 12V Max (CXT),40680,Makita,https://herramientas.cl/ficha/598021/multi-cortador-makita-makita-cp100dz-12v-max-cxt
Herramientas Inalámbricas,Rectificador Anillo 3-8 mm. 18V Inalambrica DGD800Z. Makita,75970,Makita,https://herramientas.cl/ficha/578031/rectificador-anillo-3-8-mm-18v-inalambrica-dgd800z-makita
Herramientas Inalámbricas,Multiherramienta Makita DTM51ZX1 18 V,143680,Makita,https://herramientas.cl/ficha/586106/multiherramienta-makita-dtm51zx1-18-v
Herramientas Inalámbricas,Multiherramienta Makita Makita TM30DZ 12V Max (CXT),77000,Makita,https://herramientas.cl/ficha/586129/multiherramienta-makita-makita-tm30dz-12v-max-cxt
Herramientas Inalámbricas,ATORNILLADOR IMPACTO 20V S/CARBONES,177330,Stanley,https://herramientas.cl/ficha/598883/atornillador-impacto-20v-scarbones
Herramientas Inalámbricas,Cordless Olive Harvester BHL360D Makita,917770,Makita,https://herramientas.cl/ficha/575867/cordless-olive-harvester-bhl360d-makita
Herramientas Inalámbricas,Taladro-Atornillador 13 mm - 6.35mm %281/4%29 Hex- 2 vel. Variables %28max. Torque 40 N.m%29 1.1 kg. Makita,99540,Makita,https://herramientas.cl/ficha/587706/taladro-atornillador-13-mm-635mm-281429-hex-2-vel-variables-28max-torque-40-nm29-11-kg-makita
Herramientas Inalámbricas,Llave de Impacto Dewalt DCF880L2 20 V,261840,Dewalt,https://herramientas.cl/ficha/577761/llave-de-impacto-dewalt-dcf880l2-20-v
Herramientas Manuales,Set Puntas Coron Acodada Bahco 111M-26T 26 Piezas,109012,Bahco,https://herramientas.cl/ficha/601915/set-puntas-coron-acodada-bahco-111m-26t-26-piezas
Herramientas Manuales,Martillo Stanley 51-274 20 Oz,5380,Stanley,https://herramientas.cl/ficha/610794/martillo-stanley-51-274-20-oz
Herramientas Manuales,LLAVE COMBINADA 13-16,2970,Stanley,https://herramientas.cl/ficha/610956/llave-combinada-13-16
Herramientas Manuales,Llave Punta Corona Bahco 1.11/16 Pulgadas,49315,Bahco,https://herramientas.cl/ficha/596325/llave-punta-corona-bahco-11116-pulgadas
Herramientas Manuales,Alicate Enfierrador Bahco 250mm,7690,Bahco,https://herramientas.cl/ficha/596572/alicate-enfierrador-bahco-250mm
Herramientas Manuales,Adaptador Bahco 3/4 a 1/2 Pulgada,3120,Bahco,https://herramientas.cl/ficha/597181/adaptador-bahco-34-a-12-pulgada
Herramientas Manuales,DADO POLIG. 1/2 x 11/16 7800DZ-11 16 BAHCO,2600,Bahco,https://herramientas.cl/ficha/597554/dado-polig-12-x-1116-7800dz-11-16-bahco
Herramientas Manuales,Dado Poligonal Bahco 3/4 x 32mm,11700,Bahco,https://herramientas.cl/ficha/597695/dado-poligonal-bahco-34-x-32mm
Herramientas Manuales,Martillo Uña Mango Madera Nicholson 120027N 27mm - 670 grs,3860,Nicholson,https://herramientas.cl/ficha/598623/martillo-una-mango-madera-nicholson-120027n-27mm-670-grs
Herramientas Manuales,CINTA LARGA FV CARRIL ABIERTO 60m/200,26650,Stanley,https://herramientas.cl/ficha/610761/cinta-larga-fv-carril-abierto-60m200
Herramientas Manuales,LLAVE COMBINADA 7/16,1340,Stanley,https://herramientas.cl/ficha/610911/llave-combinada-716
Herramientas Manuales,Grapas EDMA Omega 16 Galvanizadas,6700,EDMA,https://herramientas.cl/ficha/588137/grapas-edma-omega-16-galvanizadas
Herramientas Electricas,Rectificadora de matrices Makita GD0602 400 W,100580,Makita,https://herramientas.cl/ficha/575695/rectificadora-de-matrices-makita-gd0602-400-w
Herramientas Electricas,Mezclador de Pintura Einhell TC-MX 1200 E 1.200 W,44900,Einhell,https://herramientas.cl/ficha/587659/mezclador-de-pintura-einhell-tc-mx-1200-e-1200-w
Herramientas Electricas,Rotomartillo SDS Max Dewalt D25762K 1.500W,799900,Dewalt,https://herramientas.cl/ficha/575253/rotomartillo-sds-max-dewalt-d25762k-1500w
Herramientas Electricas,Pistola Para Pintar Einhell TC-SY 500 P 500 W,28500,Einhell,https://herramientas.cl/ficha/597967/pistola-para-pintar-einhell-tc-sy-500-p-500-w
Herramientas Electricas,Cepillo Makita KP0800 620 W,185740,Makita,https://herramientas.cl/ficha/575660/cepillo-makita-kp0800-620-w
Herramientas Electricas,Atornillador con Control de Torque Dewalt DW268 540 W,156740,Dewalt,https://herramientas.cl/ficha/575204/atornillador-con-control-de-torque-dewalt-dw268-540-w
Herramientas Electricas,Lijadora Angular 7¨ Bosch GWS 22 U 2200W,200240,Bosch,https://herramientas.cl/ficha/575046/lijadora-angular-7-bosch-gws-22-u-2200w
Herramientas Electricas,Martillo Rotativo SDS-PLUS Makita HR2810T 800 W,242400,Makita,https://herramientas.cl/ficha/575618/martillo-rotativo-sds-plus-makita-hr2810t-800-w
Herramientas Electricas,Adaptador acopable Bosch MA 55,106020,Bosch,https://herramientas.cl/ficha/575159/adaptador-acopable-bosch-ma-55-
Herramientas Electricas,Rotomartillo Bosch GBH 2-24 D 820W,116990,Bosch,https://herramientas.cl/ficha/611274/rotomartillo-bosch-gbh-2-24-d-820w
Herramientas Electricas,Sierra Sable Makita DJR360RT2 5.0 A.H,386560,Makita,https://herramientas.cl/ficha/612264/sierra-sable-makita-djr360rt2-50-ah
Herramientas Electricas,Taladro Percusión Makita HP1630K 3.200 rpm,55530,Makita,https://herramientas.cl/ficha/575583/taladro-percusion-makita-hp1630k-3200-rpm
Herramientas Inalámbricas,Rotomartillo Inalambrico 20mm 18V DHR241Z Makita (Solo herramienta),130270,Makita,https://herramientas.cl/ficha/575927/rotomartillo-inalambrico-20mm-18v-dhr241z-makita-solo-herramienta
Herramientas Inalámbricas,Vibrador para concreto Di metro 1 (25 mm.) Largo 800 mm 13.000 vpm. 3.0 kg. / 2 Bat. Li-ion 3.0Ah + Cargador,382110,Makita,https://herramientas.cl/ficha/577111/vibrador-para-concreto-dimetro-1-25-mm-largo-800-mm-13000-vpm-30-kg-2-bat-li-ion-30ah-cargador
Herramientas Inalámbricas,Multicortadora inalambrica Bosch GOP 10.8 V-LI 10.8 V,151180,Bosch,https://herramientas.cl/ficha/575115/multicortadora-inalambrica-bosch-gop-108-v-li-108-v
Herramientas Inalámbricas,Rectificador anillo Makita DGD801Z 18 V,76290,Makita,https://herramientas.cl/ficha/578032/rectificador-anillo-makita-dgd801z-18-v
Herramientas Inalámbricas,4 Modos Taladro. Atornillador. Percusión. Impacto/ 2 Baterías Li-ion 3.0 Ah + Cargador BL Motor DTP141RFE Makita,419990,Makita,https://herramientas.cl/ficha/587848/4-modos-taladro-atornillador-percusion-impacto-2-baterias-li-ion-30-ah-cargador-bl-motor-dtp141rfe-makita
Herramientas Inalámbricas,Sierra Caladora Inalámbrica Einhell TE-JS 18 Li 18 V,47900,Einhell,https://herramientas.cl/ficha/577217/sierra-caladora-inalambrica-einhell-te-js-18-li-18-v
Herramientas Inalámbricas,Cortador de Varilla de Acero 3 -19 mm. 10.4 kg.,2289470,Makita,https://herramientas.cl/ficha/577087/cortador-de-varilla-de-acero-3-19-mm-104-kg
Herramientas Inalámbricas,Taladro atornillador + Bateria + Cargador Dewalt SCD12S1 12 V,43380,Dewalt,https://herramientas.cl/ficha/599654/taladro-atornillador-bateria-cargador-dewalt-scd12s1-12-v
Herramientas Inalámbricas,Kit Combinado de 4 Herramientas GoPak Kit Black&Decker BDCK502C1,99900,Black&Decker,https://herramientas.cl/ficha/612294/kit-combinado-de-4-herramientas-gopak-kit-black-decker-bdck502c1-
Herramientas Inalámbricas,Sierra circular inalámbrica Makita BHS630RFE 18v,520880,Makita,https://herramientas.cl/ficha/587909/sierra-circular-inalambrica-makita-bhs630rfe-18v
Herramientas Inalámbricas,Taladro Atornillador Milwaukee 2606-259C M18,252110,Milwaukee,https://herramientas.cl/ficha/578853/taladro-atornillador-milwaukee-2606-259c-m18
Herramientas Inalámbricas,Taladro Atornillador 13 mm Makita DDF453SYE 1.3 A.H,158780,Makita,https://herramientas.cl/ficha/586155/taladro-atornillador-13-mm-makita-ddf453sye-13-ah
Herramientas Manuales,Llave Punta Corona Bahco 15mm,4110,Bahco,https://herramientas.cl/ficha/596292/llave-punta-corona-bahco-15mm
Herramientas Manuales,Alicate Pelacable Seguridad Bahco,33140,Bahco,https://herramientas.cl/ficha/596528/alicate-pelacable-seguridad-bahco-
Herramientas Manuales,Formon Bahco 424P-15 15 mm,8730,Bahco,https://herramientas.cl/ficha/596882/formon-bahco-424p-15-15-mm
Herramientas Manuales,Llave Ajustable Cromada Bahco 6 Pulgadas,5860,Bahco,https://herramientas.cl/ficha/597378/llave-ajustable-cromada-bahco-6-pulgadas
Herramientas Manuales,Dado Poligonal Bahco 1/2 x 27mm,4610,Bahco,https://herramientas.cl/ficha/597522/dado-poligonal-bahco-12-x-27mm
Herramientas Manuales,SET HTAS.P/1000VLT 11PZS,574130,Bahco,https://herramientas.cl/ficha/597650/set-htasp1000vlt-11pzs
Herramientas Manuales,Nivel de Torpedo Bahco 230mm Magnético,1160,Bahco,https://herramientas.cl/ficha/597815/nivel-de-torpedo-bahco-230mm-magnetico
Herramientas Manuales,Lima Cuadrada Bastarda Nicholson 13196BC 10 Pulgadas,8400,Nicholson,https://herramientas.cl/ficha/598573/lima-cuadrada-bastarda-nicholson-13196bc-10-pulgadas
Herramientas Manuales,Dado de Impacto Bosch 2608522308 1/2 Diámetro x 21 mm.,3980,Bosch,https://herramientas.cl/ficha/599246/dado-de-impacto-bosch-2608522308-12-diametro-x-21-mm
Herramientas Manuales,Pié de Metro Isesa 799799AZ 24/600,496430,Isesa,https://herramientas.cl/ficha/600371/pie-de-metro-isesa-799799az-24600
Herramientas Manuales,Maleta Dados Impacto Bahco D-S14 10 Piezas,26384,Bahco,https://herramientas.cl/ficha/605553/maleta-dados-impacto-bahco-d-s14-10-piezas
Herramientas Manuales,Destornillador Stanley STMT60814-840 Phill #3 x 150mm,2310,Stanley,https://herramientas.cl/ficha/610877/destornillador-stanley-stmt60814-840-phill-3-x-150mm
Herramientas Electricas,Sierra Circular Makita N5900B 2000 W,114700,Makita,https://herramientas.cl/ficha/575732/sierra-circular-makita-n5900b-2000-w
Herramientas Electricas,Sierra Circular Milwaukee 6430-59 7 1/4,139800,Milwaukee,https://herramientas.cl/ficha/578840/sierra-circular-milwaukee-6430-59-7-14
Herramientas Electricas,Esmeril angular Bosch GWS 11-125 1100W,114470,Bosch,https://herramientas.cl/ficha/588401/esmeril-angular-bosch-gws-11-125-1100w
Herramientas Electricas,Esmeril Angular Dongcheng DSM02-230B 2020W,98020,Dongcheng,https://herramientas.cl/ficha/591590/esmeril-angular-dongcheng-dsm02-230b-2020w
Herramientas Electricas,Rotomartillo SDS Plus Dongcheng DZC05-26 26MM,78460,Dongcheng,https://herramientas.cl/ficha/599616/rotomartillo-sds-plus-dongcheng-dzc05-26-26mm
Herramientas Electricas,Taladro de impacto Bosch GSB 550 RE 550W,35990,Bosch,https://herramientas.cl/ficha/601158/taladro-de-impacto-bosch-gsb-550-re-550w
Herramientas Electricas,Esmeril Angular Makita GA9050 2.000 W,80100,Makita,https://herramientas.cl/ficha/575696/esmeril-angular-makita-ga9050-2000-w
Herramientas Electricas,Atornillador autoalimentado Makita 6842,327700,Makita,https://herramientas.cl/ficha/587665/atornillador-autoalimentado-makita-6842
Herramientas Electricas,Pistola de calor Bosch GHG 630 DCE 2.200W,108350,Bosch,https://herramientas.cl/ficha/575093/pistola-de-calor-bosch-ghg-630-dce-2200w
Herramientas Electricas,Lijadora de Banda Makita 9924DB 3 x 24 850 W,290240,Makita,https://herramientas.cl/ficha/575661/lijadora-de-banda-makita-9924db-3-x-24-850-w
Herramientas Electricas,Martillo demoledor Makita Makita HM1812,1334890,Makita,https://herramientas.cl/ficha/587331/martillo-demoledor-makita-makita-hm1812-
Herramientas Electricas,Sierra Caladora 450W - Vel. Variable. Capacidad Max. Corte 65 mm. MAKITA MT (Reemplaza a modelo MJV431),75600,Makita-Mt,https://herramientas.cl/ficha/600201/sierra-caladora-450w-vel-variable-capacidad-max-corte-65-mm-makita-mt-reemplaza-a-modelo-mjv431
Herramientas Inalámbricas,Sierra caladora Makita DJV182RFE 3.500 cpm,376380,Makita,https://herramientas.cl/ficha/586065/sierra-caladora-makita-djv182rfe-3500-cpm
Herramientas Inalámbricas,Sierra circular inalámbrica Makita HS301DSAE 12V,158680,Makita,https://herramientas.cl/ficha/594530/sierra-circular-inalambrica-makita-hs301dsae-12v
Herramientas Inalámbricas,Atornillador Impacto Dewalt DCF887M2 20 V,251510,Dewalt,https://herramientas.cl/ficha/578074/atornillador-impacto-dewalt-dcf887m2-20-v
Herramientas Inalámbricas,Rotomartillo Makita DHR242RFE 3.0 A.H,369520,Makita,https://herramientas.cl/ficha/577088/rotomartillo-makita-dhr242rfe-30-ah
Herramientas Inalámbricas,Vibrador para concreto Diámetro 1 (25 mm.) Makita,228510,Makita,https://herramientas.cl/ficha/586089/vibrador-para-concreto-diametro-1-25-mm-makita
